victory_status,opening_code,opening_name,rating_gap_class
Resign,D02,Queen's Gambit,0-50
Resign,C26,Vienna Game,101-150
Resign,D02,Queen's Pawn Game,101-150
Resign,D11,Slav Defense,>250
Resign,A08,King's Indian Attack,>250
Resign,D02,Queen's Pawn Game,151-200
Mate,C67,Ruy Lopez,151-200
Mate,D02,Queen's Pawn Game,>250
Resign,B21,Sicilian Defense,101-150
Mate,D02,Queen's Pawn Game,>250
Mate,D01,Queen's Pawn Game,201-250
Resign,B00,Owen Defense,101-150
Resign,D00,Queen's Pawn Game,151-200
Resign,C42,Russian Game,>250
Resign,D02,Queen's Pawn Game,0-50
Resign,C22,Center Game,0-50
Mate,A10,English Opening,>250
Resign,C68,Ruy Lopez,>250
Resign,D02,Queen's Pawn Game,51-100
Resign,B30,Sicilian Defense,>250
Mate,C41,Philidor Defense,>250
Resign,C40,Elephant Gambit,>250
Mate,A02,Bird Opening,0-50
Resign,B33,Sicilian Defense,51-100
Resign,A52,Budapest Defense,151-200
Resign,B21,Sicilian Defense,201-250
Resign,C79,Ruy Lopez,>250
Resign,B21,Sicilian Defense,151-200
Out of Time,B21,Sicilian Defense,>250
Resign,A51,Indian Game,0-50
Resign,B00,Owen Defense,51-100
Mate,B01,Scandinavian Defense,0-50
Resign,A01,Nimzo-Larsen Attack,0-50
Out of Time,B01,Scandinavian Defense,0-50
Resign,B33,Sicilian Defense,51-100
Resign,C66,Ruy Lopez,0-50
Draw,D02,Queen's Pawn Game,>250
Draw,E30,Nimzo-Indian Defense,0-50
Resign,B33,Sicilian Defense,>250
Resign,C47,Four Knights Game,201-250
Mate,E20,Nimzo-Indian Defense,>250
Draw,D00,Queen's Pawn Game,51-100
Resign,A45,Trompowsky Attack,201-250
Resign,C27,Vienna Game,>250
Resign,C29,Vienna Game,101-150
Mate,B07,Pirc Defense,>250
Resign,C48,Four Knights Game,101-150
Resign,A42,Modern Defense,201-250
Resign,D00,Queen's Pawn Game,151-200
Draw,A71,Benoni Defense,51-100
Resign,A02,System,201-250
Resign,D30,Queen's Gambit,>250
Resign,D00,Queen's Pawn Game,>250
Resign,E61,King's Indian Defense,201-250
Resign,D00,Queen's Pawn Game,101-150
Resign,C77,Ruy Lopez,>250
Resign,B06,Modern Defense,51-100
Resign,C62,Ruy Lopez,0-50
Resign,D35,Queen's Gambit,0-50
Mate,B32,Sicilian Defense,0-50
Resign,B21,Sicilian Defense,0-50
Resign,B94,Sicilian Defense,201-250
Resign,B30,Sicilian Defense,0-50
Out of Time,D30,Queen's Gambit,0-50
Resign,B40,Sicilian Defense,0-50
Mate,B30,Sicilian Defense,51-100
Resign,C41,Philidor Defense,0-50
Resign,D02,Queen's Pawn Game,51-100
Resign,D00,Blackmar-Diemer Gambit,0-50
Resign,C45,Scotch Game,0-50
Resign,C55,Italian Game,51-100
Out of Time,D00,Queen's Pawn Game,>250
Draw,B32,Sicilian Defense,>250
Resign,B32,Sicilian Defense,101-150
Mate,C55,Italian Game,51-100
Mate,A00,Van't Kruijs Opening,51-100
Mate,C00,French Defense,51-100
Mate,A00,Van't Kruijs Opening,51-100
Resign,C46,Three Knights Opening,0-50
Resign,B32,Sicilian Defense,101-150
Out of Time,C00,French Defense,0-50
Resign,C55,Italian Game,>250
Resign,C60,Ruy Lopez,0-50
Resign,B43,Sicilian Defense,51-100
Resign,C45,Scotch Game,101-150
Resign,C62,Ruy Lopez,0-50
Out of Time,B00,Nimzowitsch Defense,0-50
Out of Time,C41,Philidor Defense,101-150
Resign,C20,King's Pawn Game,0-50
Resign,B20,Sicilian Defense,0-50
Resign,C41,Philidor Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Resign,D02,Queen's Pawn Game,51-100
Resign,B38,Sicilian Defense,0-50
Resign,B32,Sicilian Defense,0-50
Resign,B30,Sicilian Defense,151-200
Resign,A40,English Defense,>250
Mate,B00,Owen Defense,101-150
Resign,A04,Zukertort Opening,0-50
Resign,B00,Owen Defense,0-50
Resign,A08,King's Indian Attack,201-250
Mate,A01,Nimzo-Larsen Attack,101-150
Out of Time,A00,Van't Kruijs Opening,51-100
Resign,C64,Ruy Lopez,201-250
Mate,B07,Pirc Defense,51-100
Draw,C64,Ruy Lopez,0-50
Resign,B90,Sicilian Defense,0-50
Resign,D04,Queen's Pawn Game,>250
Resign,B13,Caro-Kann Defense,0-50
Mate,B12,Caro-Kann Defense,0-50
Draw,B12,Caro-Kann Defense,0-50
Mate,B12,Caro-Kann Defense,0-50
Mate,D00,Blackmar-Diemer Gambit,>250
Resign,B01,Scandinavian Defense,0-50
Resign,B13,Caro-Kann Defense,>250
Mate,B13,Caro-Kann Defense,51-100
Resign,B11,Caro-Kann Defense,51-100
Out of Time,C45,Scotch Game,>250
Resign,B10,Caro-Kann Defense,0-50
Resign,B12,Caro-Kann Defense,>250
Resign,C00,French Defense,101-150
Resign,B01,Scandinavian Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,C45,Scotch Game,0-50
Resign,B01,Scandinavian Defense,>250
Resign,D10,Slav Defense,51-100
Mate,B10,Caro-Kann Defense,0-50
Mate,A02,Bird Opening,>250
Resign,B01,Scandinavian Defense,151-200
Resign,B87,Sicilian Defense,0-50
Mate,B01,Scandinavian Defense,201-250
Resign,B01,Scandinavian Defense,151-200
Draw,D12,Slav Defense,51-100
Resign,B30,Sicilian Defense,0-50
Out of Time,B01,Scandinavian Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,B07,Rat Defense,101-150
Mate,A20,English Opening,101-150
Resign,B07,Rat Defense,151-200
Resign,A03,Bird Opening,101-150
Resign,B07,Rat Defense,151-200
Resign,C20,King's Pawn Game,>250
Mate,A02,Bird Opening,>250
Mate,D10,Slav Defense,>250
Mate,A02,Bird Opening,>250
Mate,A00,Van't Kruijs Opening,>250
Mate,C20,King's Pawn Game,>250
Mate,A02,Bird Opening,>250
Draw,D00,Queen's Pawn Game,0-50
Mate,E59,Nimzo-Indian Defense,>250
Resign,C91,Ruy Lopez,>250
Resign,D12,Slav Defense,0-50
Resign,B30,Sicilian Defense,51-100
Resign,E14,Queen's Indian Defense,>250
Resign,C41,Philidor Defense,>250
Resign,E00,Indian Game,>250
Resign,C66,Ruy Lopez,>250
Resign,C00,French Defense,>250
Resign,E20,Nimzo-Indian Defense,0-50
Resign,C42,Russian Game,51-100
Resign,C42,Russian Game,0-50
Mate,D00,Queen's Pawn Game,>250
Resign,B34,Sicilian Defense,151-200
Resign,C50,Italian Game,101-150
Resign,C11,French Defense,0-50
Resign,A45,Trompowsky Attack,201-250
Mate,C41,Philidor Defense,>250
Mate,C42,Russian Game,>250
Mate,A06,Zukertort Opening,0-50
Resign,A00,Polish Opening,51-100
Resign,A06,Zukertort Opening,>250
Resign,A04,Polish Opening,51-100
Resign,A04,Zukertort Opening,>250
Mate,A28,English Opening,151-200
Resign,C44,King's Pawn Game,51-100
Mate,C41,Philidor Defense,101-150
Resign,B22,Sicilian Defense,0-50
Mate,B20,Sicilian Defense,0-50
Resign,C57,Italian Game,0-50
Resign,B52,Sicilian Defense,101-150
Mate,B01,Scandinavian Defense,51-100
Mate,D06,Queen's Gambit,0-50
Resign,B20,Sicilian Defense,0-50
Resign,B15,Caro-Kann Defense,0-50
Resign,B54,Sicilian Defense,>250
Resign,A43,Franco-Benoni Defense,0-50
Resign,B20,Sicilian Defense,101-150
Mate,B21,Sicilian Defense,151-200
Resign,B20,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,0-50
Resign,B30,Sicilian Defense,0-50
Mate,D00,Blackmar-Diemer Gambit,0-50
Mate,A21,English Opening,0-50
Mate,D04,Queen's Pawn Game,0-50
Resign,A25,English Opening,0-50
Mate,A80,Dutch Defense,>250
Resign,B13,Caro-Kann Defense,151-200
Resign,C20,King's Pawn Game,0-50
Mate,B40,Sicilian Defense,151-200
Resign,B23,Sicilian Defense,101-150
Mate,B01,Scandinavian Defense,>250
Resign,C40,King's Pawn Game,>250
Resign,B01,Scandinavian Defense,>250
Mate,B01,Scandinavian Defense,>250
Mate,B00,Nimzowitsch Defense,>250
Resign,B01,Scandinavian Defense,>250
Mate,D00,Queen's Pawn Game,>250
Mate,B20,Sicilian Defense,>250
Resign,B01,Scandinavian Defense,>250
Resign,C20,King's Pawn Game,151-200
Resign,D00,Blackmar-Diemer Gambit,151-200
Resign,D00,Queen's Pawn Game,51-100
Resign,A40,Horwitz Defense,151-200
Resign,C00,French Defense,>250
Mate,B21,Sicilian Defense,201-250
Resign,B00,Owen Defense,101-150
Resign,B01,Scandinavian Defense,>250
Resign,D00,Queen's Pawn Game,101-150
Resign,B01,Scandinavian Defense,0-50
Resign,A40,Englund Gambit Complex,151-200
Resign,C00,French Defense,>250
Mate,D00,Queen's Pawn Game,51-100
Out of Time,E00,Amar Opening,>250
Resign,A04,Zukertort Opening,>250
Mate,A08,King's Indian Attack,51-100
Draw,A04,Reti Opening,>250
Draw,A06,Reti Opening,>250
Draw,A07,King's Indian Attack,101-150
Draw,A04,Zukertort Opening,>250
Draw,A07,King's Indian Attack,>250
Resign,A08,King's Indian Attack,>250
Resign,B54,Sicilian Defense,201-250
Mate,A04,Zukertort Opening,>250
Mate,B57,Sicilian Defense,>250
Mate,A04,Zukertort Opening,>250
Draw,A08,King's Indian Attack,>250
Draw,A04,Zukertort Opening,201-250
Draw,A04,Zukertort Opening,201-250
Draw,A04,Zukertort Opening,>250
Resign,A00,Hungarian Opening,>250
Resign,A04,Zukertort Opening,>250
Resign,A07,King's Indian Attack,>250
Resign,B54,Sicilian Defense,101-150
Resign,D30,Queen's Gambit,51-100
Resign,C46,Three Knights Opening,101-150
Resign,C40,King's Pawn Game,0-50
Resign,B50,Sicilian Defense,51-100
Resign,C21,Center Game,0-50
Resign,B22,Sicilian Defense,0-50
Out of Time,D01,Queen's Pawn Game,51-100
Resign,D02,Queen's Pawn Game,101-150
Resign,C59,Italian Game,51-100
Mate,A00,Mieses Opening,201-250
Mate,C20,King's Pawn Game,51-100
Resign,D00,Queen's Pawn Game,101-150
Resign,D35,Queen's Gambit,51-100
Resign,B43,Sicilian Defense,0-50
Resign,C02,French Defense,0-50
Resign,C68,Ruy Lopez,51-100
Resign,D20,Queen's Gambit,>250
Resign,C53,Italian Game,51-100
Resign,A00,Gedult's Opening,>250
Out of Time,C41,Philidor Defense,>250
Resign,C41,Philidor Defense,51-100
Mate,C47,Four Knights Game,101-150
Resign,A06,Reti Opening,151-200
Resign,C42,Russian Game,0-50
Resign,C50,Four Knights Game,>250
Resign,D06,Queen's Gambit,151-200
Resign,C60,Ruy Lopez,>250
Resign,B70,Sicilian Defense,>250
Mate,D20,Queen's Gambit,101-150
Resign,C41,Philidor Defense,>250
Resign,C42,Russian Game,151-200
Resign,A40,Queen's Pawn,>250
Resign,D30,Queen's Gambit,>250
Resign,D05,Colle System,>250
Mate,D48,Semi-Slav Defense,>250
Resign,B01,Scandinavian Defense,>250
Resign,C60,Ruy Lopez,151-200
Resign,C45,Scotch Game,51-100
Mate,C50,Giuoco Piano,151-200
Mate,C26,Vienna Game,51-100
Resign,C41,Philidor Defense,151-200
Resign,C46,Four Knights Game,151-200
Resign,B21,Sicilian Defense,>250
Out of Time,B07,Pirc Defense,>250
Resign,B21,Sicilian Defense,201-250
Resign,A06,Nimzowitsch-Larsen Attack,>250
Resign,A43,Old Benoni Defense,>250
Mate,C49,Four Knights Game,>250
Mate,A52,Budapest Defense,0-50
Resign,C42,Russian Game,0-50
Resign,C42,Russian Game,201-250
Draw,B90,Sicilian Defense,101-150
Out of Time,C01,French Defense,151-200
Resign,C01,French Defense,>250
Resign,B36,Sicilian Defense,151-200
Out of Time,B13,Caro-Kann Defense,>250
Resign,B10,Caro-Kann Defense,>250
Resign,C00,French Defense,0-50
Resign,C44,Scotch Game,0-50
Resign,C00,French Defense,0-50
Draw,A00,Van't Kruijs Opening,0-50
Resign,B00,Owen Defense,0-50
Resign,B00,Owen Defense,0-50
Resign,C34,King's Gambit,101-150
Mate,A01,Nimzo-Larsen Attack,0-50
Resign,C01,French Defense,51-100
Resign,C46,Three Knights Opening,0-50
Resign,C40,King's Knight Opening,0-50
Resign,C40,King's Knight Opening,51-100
Mate,C50,Italian Game,151-200
Resign,B54,Sicilian Defense,101-150
Out of Time,C45,Scotch Game,0-50
Resign,D00,Queen's Pawn Game,201-250
Resign,B20,Sicilian Defense,0-50
Resign,C11,French Defense,>250
Resign,B10,Caro-Kann Defense,101-150
Resign,B01,Scandinavian Defense,51-100
Resign,C40,Elephant Gambit,0-50
Resign,B21,Sicilian Defense,101-150
Resign,D05,Colle System,>250
Resign,A22,English Opening,201-250
Resign,A35,English Opening,201-250
Resign,E20,Nimzo-Indian Defense,51-100
Resign,B21,Sicilian Defense,>250
Resign,A00,Van't Kruijs Opening,>250
Mate,D30,Queen's Gambit,151-200
Resign,C00,French Defense,51-100
Resign,D15,Slav Defense,51-100
Resign,C01,French Defense,101-150
Mate,A10,English Opening,0-50
Mate,A20,English Opening,0-50
Mate,D37,Queen's Gambit,101-150
Resign,A13,English Opening,0-50
Resign,C00,French Defense,0-50
Mate,C00,French Defense,0-50
Resign,A15,English Opening,0-50
Mate,A20,English Opening,151-200
Mate,A10,English Opening,0-50
Mate,C00,French Defense,51-100
Resign,C00,French Defense,101-150
Resign,A27,English Opening,0-50
Mate,A20,English Opening,0-50
Resign,B21,Sicilian Defense,51-100
Resign,B40,Sicilian Defense,0-50
Resign,C44,King's Knight Opening,0-50
Mate,A56,Benoni Defense,51-100
Resign,C48,Four Knights Game,51-100
Resign,A06,Zukertort Opening,>250
Mate,C22,Center Game,>250
Resign,B01,Scandinavian Defense,0-50
Mate,C02,French Defense,201-250
Mate,B27,Sicilian Defense,201-250
Out of Time,C48,Four Knights Game,151-200
Out of Time,B40,Sicilian Defense,201-250
Resign,A16,English Opening,>250
Resign,A11,English Opening,>250
Resign,B40,Sicilian Defense,151-200
Draw,B40,Sicilian Defense,201-250
Resign,A34,English Opening,51-100
Resign,B40,Sicilian Defense,201-250
Resign,B40,Sicilian Defense,151-200
Resign,B40,Sicilian Defense,51-100
Mate,C30,King's Gambit,201-250
Resign,B45,Sicilian Defense,101-150
Mate,E34,Nimzo-Indian Defense,101-150
Resign,D46,Semi-Slav Defense,0-50
Resign,B21,Sicilian Defense,0-50
Mate,C20,King's Pawn Game,0-50
Mate,B43,Sicilian Defense,>250
Resign,C44,Scotch Game,0-50
Out of Time,B01,Scandinavian Defense,51-100
Resign,A20,English Opening,0-50
Resign,C40,King's Pawn Game,151-200
Resign,D53,Queen's Gambit,>250
Mate,C01,French Defense,201-250
Out of Time,D70,Neo-Gruenfeld Defense,51-100
Resign,C12,French Defense,51-100
Resign,A01,Nimzo-Larsen Attack,101-150
Resign,B01,Scandinavian Defense,201-250
Out of Time,A43,Franco-Benoni Defense,201-250
Resign,B15,Caro-Kann Defense,51-100
Resign,C00,French Defense,101-150
Resign,C00,French Defense,>250
Resign,B38,Sicilian Defense,0-50
Resign,A45,Trompowsky Attack,0-50
Resign,C03,French Defense,51-100
Mate,B40,Sicilian Defense,101-150
Mate,C42,Petrov's Defense,51-100
Resign,B20,Sicilian Defense,>250
Resign,C41,Philidor Defense,51-100
Resign,A03,Bird Opening,151-200
Mate,B20,Sicilian Defense,>250
Resign,B41,Sicilian Defense,0-50
Resign,C02,French Defense,51-100
Mate,B40,Sicilian Defense,101-150
Resign,C61,Ruy Lopez,>250
Resign,D01,Queen's Pawn Game,101-150
Mate,C62,Ruy Lopez,>250
Resign,C41,Philidor Defense,151-200
Mate,D00,Blackmar-Diemer Gambit,0-50
Out of Time,B32,Sicilian Defense,51-100
Resign,A56,Benoni Defense,201-250
Resign,C00,French Defense,51-100
Draw,B41,Sicilian Defense,51-100
Mate,C00,French Defense,0-50
Resign,B56,Sicilian Defense,51-100
Resign,C40,King's Pawn Game,0-50
Resign,B21,Sicilian Defense,51-100
Resign,D00,Queen's Pawn Game,101-150
Resign,C88,Ruy Lopez,51-100
Resign,B40,Sicilian Defense,>250
Resign,B22,Sicilian Defense,0-50
Resign,E77,King's Indian Defense,0-50
Resign,C60,Ruy Lopez,>250
Resign,B22,Sicilian Defense,151-200
Resign,C41,Philidor Defense,>250
Resign,C66,Ruy Lopez,>250
Mate,C54,Italian Game,201-250
Mate,C00,Queen's Pawn Game,151-200
Mate,C50,Italian Game,0-50
Mate,C25,Vienna Game,0-50
Mate,C50,Giuoco Piano,0-50
Resign,C55,Italian Game,0-50
Mate,C20,Bishop's Opening,101-150
Resign,D00,Queen's Pawn Game,51-100
Mate,D00,Queen's Pawn Game,51-100
Draw,C00,Rat Defense,0-50
Mate,B20,Sicilian Defense,101-150
Resign,C60,Ruy Lopez,0-50
Out of Time,C02,French Defense,0-50
Mate,C46,Three Knights Opening,201-250
Resign,C46,Three Knights Opening,101-150
Resign,D00,Queen's Pawn Game,51-100
Resign,C60,Ruy Lopez,0-50
Mate,C48,Four Knights Game,>250
Mate,C50,Giuoco Piano,201-250
Resign,C41,Philidor Defense,>250
Mate,A00,Van't Kruijs Opening,101-150
Resign,D00,Queen's Pawn Game,51-100
Resign,A41,Queen's Pawn,51-100
Resign,B00,Owen Defense,101-150
Resign,C50,Giuoco Piano,>250
Draw,A85,Dutch Defense,0-50
Resign,C67,Ruy Lopez,101-150
Resign,C02,French Defense,201-250
Resign,C50,Giuoco Piano,101-150
Resign,C65,Ruy Lopez,101-150
Resign,B13,Caro-Kann Defense,101-150
Resign,C45,Scotch Game,51-100
Mate,B43,Sicilian Defense,0-50
Mate,C54,Italian Game,51-100
Resign,C44,Scotch Game,0-50
Resign,C24,Bishop's Opening,>250
Resign,C41,Philidor Defense,>250
Resign,C62,Ruy Lopez,>250
Mate,C62,Ruy Lopez,>250
Mate,A80,Dutch Defense,>250
Mate,A00,Hungarian Opening,201-250
Resign,C55,Italian Game,0-50
Resign,D06,Queen's Gambit,0-50
Resign,C20,King's Pawn Game,>250
Resign,C77,Ruy Lopez,201-250
Mate,A01,Nimzo-Larsen Attack,0-50
Draw,D15,Slav Defense,51-100
Mate,B01,Scandinavian Defense,0-50
Resign,D30,Queen's Gambit,0-50
Mate,C57,Italian Game,0-50
Resign,A00,Van't Kruijs Opening,51-100
Resign,C55,Italian Game,201-250
Resign,C41,Philidor Defense,101-150
Out of Time,C20,King's Pawn Game,>250
Resign,E71,King's Indian Defense,151-200
Resign,D10,Slav Defense,101-150
Mate,B10,Caro-Kann Defense,201-250
Mate,C22,Center Game,51-100
Mate,C20,King's Pawn Game,>250
Resign,B56,Sicilian Defense,0-50
Draw,D00,Queen's Pawn Game,201-250
Resign,C40,King's Pawn Game,101-150
Resign,C40,King's Pawn Game,51-100
Resign,C20,King's Pawn Game,0-50
Resign,A08,King's Indian Attack,51-100
Mate,B00,Owen Defense,>250
Mate,A43,Old Benoni Defense,0-50
Draw,B56,Sicilian Defense,51-100
Resign,A00,Van't Kruijs Opening,0-50
Mate,C65,Ruy Lopez,101-150
Resign,A00,Van't Kruijs Opening,0-50
Mate,C41,Philidor Defense,101-150
Mate,C40,Elephant Gambit,0-50
Mate,C60,Ruy Lopez,0-50
Resign,C40,Elephant Gambit,101-150
Mate,C65,Ruy Lopez,101-150
Mate,C57,Italian Game,0-50
Resign,A25,English Opening,51-100
Out of Time,C00,French Defense,101-150
Mate,C50,Italian Game,0-50
Out of Time,B00,Nimzowitsch Defense,101-150
Mate,C48,Four Knights Game,101-150
Resign,D00,Queen's Pawn Game,151-200
Mate,C41,Philidor Defense,0-50
Out of Time,C42,Russian Game,201-250
Out of Time,C00,French Defense,101-150
Mate,D01,Queen's Pawn Game,51-100
Resign,C20,King's Pawn Game,51-100
Mate,C44,Scotch Game,51-100
Resign,C00,Rat Defense,0-50
Resign,A00,Van't Kruijs Opening,0-50
Resign,C47,Four Knights Game,0-50
Resign,C40,Elephant Gambit,201-250
Resign,C20,King's Pawn Game,0-50
Mate,D30,Queen's Gambit,101-150
Mate,C30,King's Gambit,151-200
Out of Time,C78,Ruy Lopez,51-100
Mate,C57,Italian Game,151-200
Mate,C72,Ruy Lopez,0-50
Resign,B50,Sicilian Defense,>250
Mate,C62,Ruy Lopez,101-150
Resign,C70,Ruy Lopez,151-200
Mate,B34,Sicilian Defense,>250
Resign,D01,Queen's Pawn Game,51-100
Mate,C68,Ruy Lopez,>250
Resign,C41,Philidor Defense,101-150
Mate,B52,Sicilian Defense,101-150
Resign,A01,Nimzo-Larsen Attack,201-250
Mate,C45,Scotch Game,101-150
Resign,C61,Ruy Lopez,151-200
Draw,A28,English Opening,0-50
Mate,D02,Queen's Pawn Game,>250
Mate,C55,Italian Game,>250
Mate,D02,Queen's Pawn Game,>250
Out of Time,C40,King's Pawn Game,0-50
Resign,D20,Queen's Gambit,51-100
Resign,C62,Ruy Lopez,101-150
Resign,C50,Giuoco Piano,51-100
Mate,C62,Ruy Lopez,51-100
Mate,C40,King's Pawn Game,51-100
Resign,C50,Italian Game,101-150
Resign,C44,Scotch Game,201-250
Mate,D00,Queen's Pawn Game,0-50
Resign,C41,Philidor Defense,0-50
Resign,C41,Philidor Defense,0-50
Mate,C46,Three Knights Opening,0-50
Draw,C00,French Defense,>250
Resign,C02,French Defense,>250
Out of Time,D00,Queen's Pawn Game,151-200
Resign,B07,Pirc Defense,0-50
Resign,D00,Queen's Pawn Game,151-200
Resign,C68,Ruy Lopez,101-150
Resign,A00,Hungarian Opening,0-50
Resign,D02,Queen's Pawn Game,0-50
Resign,C45,Scotch Game,>250
Resign,C02,French Defense,101-150
Resign,A06,Zukertort Opening,201-250
Resign,C48,Four Knights Game,0-50
Resign,C50,Italian Game,101-150
Out of Time,C46,Three Knights Opening,>250
Resign,C23,Bishop's Opening,0-50
Resign,B30,Sicilian Defense,101-150
Resign,C00,French Defense,>250
Resign,C46,Four Knights Game,0-50
Resign,C41,Philidor Defense,0-50
Mate,C46,Three Knights Opening,0-50
Resign,B00,Nimzowitsch Defense,0-50
Resign,C50,Giuoco Piano,0-50
Resign,D20,Queen's Gambit,51-100
Resign,C40,Latvian Gambit,101-150
Resign,C41,Philidor Defense,0-50
Resign,C42,Russian Game,0-50
Resign,C24,Bishop's Opening,51-100
Resign,E61,King's Indian Defense,151-200
Mate,A10,English Opening,101-150
Resign,A20,English Opening,201-250
Mate,A22,English Opening,>250
Resign,A20,English Opening,101-150
Mate,A41,Modern Defense,>250
Resign,A20,English Opening,0-50
Mate,C44,King's Pawn Game,151-200
Resign,A10,English Opening,>250
Mate,A10,English Opening,101-150
Mate,A10,English Opening,101-150
Resign,A40,English Defense,0-50
Resign,A10,English Opening,201-250
Mate,E00,Indian Game,51-100
Mate,D00,Queen's Pawn Game,151-200
Resign,C50,Italian Game,151-200
Mate,C41,Philidor Defense,>250
Mate,C41,Philidor Defense,>250
Out of Time,D02,Queen's Pawn Game,>250
Mate,C20,King's Pawn Game,>250
Mate,C55,Italian Game,>250
Resign,C24,Bishop's Opening,51-100
Mate,D00,Queen's Pawn Game,201-250
Mate,A00,Mieses Opening,>250
Mate,A45,Indian Game,>250
Mate,C77,Ruy Lopez,>250
Mate,C41,Philidor Defense,>250
Mate,C57,Italian Game,>250
Out of Time,C23,Bishop's Opening,>250
Out of Time,C50,Italian Game,>250
Mate,B01,Scandinavian Defense,151-200
Mate,B21,Sicilian Defense,0-50
Mate,C27,Vienna Game,51-100
Mate,B21,Sicilian Defense,51-100
Draw,A45,Trompowsky Attack,51-100
Mate,C48,Four Knights Game,0-50
Mate,C42,Russian Game,151-200
Mate,B01,Scandinavian Defense,201-250
Mate,B00,Nimzowitsch Defense,0-50
Mate,B01,Scandinavian Defense,0-50
Resign,C00,French Defense,201-250
Resign,A06,Zukertort Opening,201-250
Mate,B01,Scandinavian Defense,151-200
Draw,C00,French Defense,0-50
Resign,D00,Queen's Pawn Game,51-100
Resign,C40,Elephant Gambit,51-100
Mate,A00,Van't Kruijs Opening,0-50
Resign,C46,Four Knights Game,151-200
Resign,D00,Queen's Pawn Game,101-150
Resign,B25,Sicilian Defense,51-100
Resign,B29,Sicilian Defense,151-200
Resign,A43,Benoni Defense,151-200
Mate,C46,Four Knights Game,0-50
Resign,A43,Old Benoni Defense,151-200
Resign,B32,Sicilian Defense,>250
Resign,C23,Bishop's Opening,151-200
Resign,A00,Grob Opening,51-100
Resign,B30,Sicilian Defense,0-50
Mate,C42,Russian Game,151-200
Mate,B25,Sicilian Defense,151-200
Resign,B01,Scandinavian Defense,51-100
Resign,C00,French Defense,151-200
Mate,B30,Sicilian Defense,101-150
Out of Time,C41,Philidor Defense,201-250
Mate,B30,Sicilian Defense,0-50
Resign,B50,Sicilian Defense,151-200
