turns,winner,white_rating,black_rating,opening_moves,rating_gap,higher_rated_victory
65,1,1803,2215,7,412,1
29,2,2210,1805,7,405,1
26,1,1807,2205,4,398,1
43,2,2200,1810,8,390,1
33,1,1805,2195,2,390,1
54,1,2189,2167,6,22,0
42,1,2051,2147,9,96,1
61,2,2121,2118,7,3,1
38,1,1500,2098,2,598,1
47,2,2078,1920,9,158,1
82,1,2151,2029,8,122,0
47,2,1986,2009,13,23,0
34,1,2143,1916,3,227,0
27,2,1904,1544,5,360,1
32,1,1547,1891,5,344,1
90,1,1950,1926,3,24,0
38,2,1902,1811,1,91,1
51,2,1879,1569,3,310,1
41,2,1805,1749,3,56,1
5,2,1787,1343,2,444,1
44,1,1560,1713,6,153,1
33,2,1500,1569,5,69,0
41,2,1541,1690,7,149,0
28,2,1567,1551,3,16,1
62,1,1540,1540,3,0,0
28,1,1550,1531,10,19,0
61,1,1435,1543,6,108,1
123,2,1534,1467,4,67,1
89,2,1524,1499,4,25,1
43,2,1548,1535,3,13,1
44,1,1545,1554,5,9,1
20,2,2621,1545,6,1076,1
55,1,1544,1523,5,21,0
20,2,1432,1559,3,127,0
88,1,1369,1553,3,184,1
96,1,1553,1542,2,11,0
120,2,1543,1553,3,10,0
111,2,1544,1496,5,48,1
39,2,1519,1556,10,37,0
93,2,1545,1559,3,14,0
100,1,1529,1534,5,5,1
54,1,1546,1517,4,29,0
75,2,1500,1973,3,473,0
160,1,2105,1929,5,176,0
32,2,813,841,3,28,0
86,1,857,1057,5,200,1
50,1,857,958,3,101,1
39,2,1478,859,2,619,1
31,2,859,1500,4,641,0
29,2,1574,861,8,713,1
27,2,1186,871,2,315,1
57,2,1391,875,5,516,1
68,2,1271,883,2,388,1
95,2,1203,894,4,309,1
40,1,901,1339,2,438,1
27,2,1500,901,2,599,1
78,1,922,1120,3,198,1
74,1,989,791,3,198,0
4,1,1026,1121,2,95,1
44,1,1057,1240,2,183,1
45,1,1057,1341,3,284,1
15,2,1331,1083,3,248,1
37,2,1266,1130,2,136,1
22,1,1155,1484,4,329,1
58,1,1222,1351,2,129,1
33,2,1214,1222,2,8,0
41,2,1034,1222,4,188,0
46,2,1535,1273,3,262,1
36,1,1500,1409,2,91,0
55,2,1950,2212,1,262,0
49,2,1950,1226,2,724,1
78,1,1950,1885,4,65,0
29,0,1950,2204,2,254,0
65,0,1950,1500,2,450,0
66,0,1950,1819,4,131,0
112,0,1950,1477,2,473,0
70,0,1950,1500,3,450,0
50,1,2036,1706,6,330,0
40,1,1795,2036,6,241,1
33,2,2023,1671,2,352,1
30,1,1675,2008,8,333,1
53,2,1990,1678,2,312,1
30,0,1990,1465,5,525,0
11,0,1990,1756,2,234,0
3,0,1990,1779,2,211,0
67,0,1990,1447,2,543,0
41,1,1458,1980,4,522,1
28,2,1967,1500,2,467,1
52,2,1967,1295,3,672,1
30,1,2102,1967,6,135,0
62,1,1647,1566,4,81,0
35,2,1500,1647,5,147,0
89,1,1668,1642,4,26,0
119,2,1613,1694,5,81,0
21,2,1500,1500,3,0,0
65,2,1528,1500,3,28,1
50,1,1500,1412,7,88,0
60,1,1887,1760,3,127,0
73,2,1826,1900,16,74,0
42,1,1297,1500,1,203,1
58,1,1297,1230,3,67,0
38,1,1625,1754,3,129,1
28,1,1719,1625,9,94,0
26,1,1625,1657,9,32,1
35,2,1619,1625,5,6,0
35,2,1551,1625,9,74,0
34,1,1862,1358,5,504,0
38,1,1807,1862,9,55,1
27,1,1862,1387,1,475,0
80,1,1474,1862,5,388,1
54,1,1862,1807,5,55,0
65,2,1720,1862,8,142,0
55,1,1862,1690,2,172,0
67,1,1884,1862,5,22,0
78,1,1396,1862,8,466,1
51,2,1674,1862,4,188,0
75,2,2203,1862,6,341,1
36,1,1862,2203,10,341,1
58,1,1862,1722,6,140,0
12,2,1598,1862,5,264,0
21,2,1708,1862,5,154,0
56,1,1862,1500,1,362,0
24,1,1862,1513,4,349,0
32,1,1500,1862,6,362,1
66,1,1862,1449,16,413,0
45,1,1862,1500,4,362,0
50,2,1704,1862,6,158,0
18,1,1862,1769,7,93,0
90,1,1701,1862,6,161,1
75,2,1799,1862,4,63,0
34,1,1862,1701,4,161,0
70,1,1699,1862,6,163,1
24,1,1862,1579,6,283,0
18,1,1862,1416,5,446,0
36,1,1862,2073,5,211,1
99,2,1567,1862,3,295,0
60,2,1564,1862,2,298,0
77,2,1862,1140,8,722,1
74,1,1972,1952,7,20,0
61,2,1960,1950,5,10,1
15,2,2199,1955,7,244,1
102,0,1955,1837,11,118,0
129,2,1937,2090,5,153,0
25,2,1951,1664,5,287,1
39,2,1944,1776,8,168,1
62,1,1553,1942,5,389,1
19,1,1236,1941,2,705,1
83,2,1500,1500,3,0,0
66,2,1500,1500,5,0,0
89,2,1500,1500,3,0,0
129,0,1500,1500,1,0,0
27,2,1500,1500,2,0,0
76,2,1500,1500,2,0,0
55,2,1452,1343,6,109,1
65,2,1343,1376,4,33,0
63,2,1803,1737,5,66,1
64,1,1670,1692,5,22,1
69,2,1500,1534,3,34,0
31,2,1500,1421,3,79,1
15,2,1500,1329,5,171,1
35,2,1851,1712,6,139,1
107,2,1712,1714,7,2,0
43,2,1500,1712,2,212,0
72,1,1705,1712,3,7,1
63,1,1712,2015,7,303,1
34,1,1712,1832,2,120,1
51,1,1712,1615,4,97,0
60,1,1712,1708,4,4,0
26,1,1860,1712,3,148,0
70,1,2108,1712,7,396,0
24,1,1712,1959,4,247,1
124,1,1712,1500,4,212,0
39,2,1780,1712,8,68,1
58,1,2180,1712,3,468,0
16,1,1328,1712,1,384,1
52,1,1896,1712,7,184,0
22,1,1500,1591,5,91,1
43,2,1582,1494,7,88,1
27,2,1726,1589,5,137,1
41,2,1577,1618,2,41,0
30,1,1577,1534,2,43,0
125,2,1693,1585,7,108,1
16,2,1573,1590,2,17,0
53,2,1597,1583,3,14,1
49,2,1603,1594,3,9,1
59,2,1586,1623,2,37,0
86,1,1592,1783,2,191,1
52,1,1602,1629,1,27,1
96,1,1516,1593,2,77,1
114,1,1475,1585,3,110,1
69,2,1575,1571,5,4,1
40,1,1585,1632,2,47,1
72,2,2065,1976,6,89,1
63,2,1976,1988,10,12,0
141,2,1976,1987,4,11,0
92,1,2035,1961,6,74,0
64,1,1975,1908,8,67,0
90,1,1463,1974,3,511,1
70,1,1997,1480,7,517,0
68,1,1950,1997,2,47,1
63,2,2229,2002,10,227,1
63,2,1819,2020,3,201,0
75,2,2014,1827,8,187,1
94,1,1807,2008,4,201,1
102,1,2013,2274,3,261,1
87,2,2008,1744,2,264,1
90,1,2179,1991,10,188,0
96,0,1777,1998,5,221,0
33,2,1982,1917,3,65,1
52,1,1749,1977,4,228,1
62,1,1781,1971,8,190,1
63,2,2040,1981,10,59,1
132,1,1890,2139,4,249,1
55,2,2131,2018,10,113,1
95,2,2116,2252,8,136,0
59,2,1687,1691,12,4,0
86,1,1689,1668,3,21,0
150,1,1651,1657,3,6,1
54,1,1500,1990,10,490,1
74,1,1786,1736,7,50,0
33,2,1663,1758,4,95,0
161,2,1779,1794,2,15,0
85,2,1500,1688,4,188,0
76,1,1654,1918,8,264,1
52,1,1690,1913,5,223,1
204,1,1818,1896,6,78,1
26,1,1813,1887,11,74,1
64,1,1775,1879,3,104,1
47,2,1873,1651,4,222,1
103,2,1868,1656,5,212,1
39,2,1860,1770,5,90,1
50,1,1748,1852,3,104,1
19,1,1365,1850,3,485,1
30,1,1861,1873,11,12,1
35,2,1833,1873,3,40,0
46,1,1821,1873,5,52,1
35,2,2004,1881,5,123,1
32,1,1895,1797,5,98,0
52,1,1560,1892,3,332,1
132,1,1901,1993,5,92,1
38,1,1729,1894,2,165,1
86,1,1613,1891,3,278,1
43,2,1864,1892,8,28,0
34,1,1905,1851,9,54,0
72,1,1784,1897,4,113,1
23,2,1893,1624,6,269,1
78,1,1750,1885,4,135,1
45,2,1882,1602,6,280,1
66,1,1712,1875,5,163,1
29,2,1878,1887,10,9,0
154,1,1895,1977,10,82,1
80,1,1672,1890,4,218,1
121,2,1881,1828,3,53,1
140,0,1972,1878,9,94,0
75,2,1868,1824,3,44,1
36,2,1819,1881,10,62,0
77,2,1871,1841,4,30,1
33,2,1828,1884,3,56,0
56,1,1727,1877,4,150,1
129,1,1891,1814,13,77,0
53,2,1650,1910,4,260,0
22,2,1968,1921,6,47,1
51,2,1907,1946,8,39,0
37,2,1903,1648,6,255,1
30,1,1725,1896,3,171,1
89,2,1894,1506,5,388,1
73,2,1890,1617,8,273,1
114,1,1522,1727,13,205,1
107,2,1708,1528,4,180,1
92,1,1744,1770,7,26,1
63,2,1759,1790,4,31,0
36,1,1750,1741,6,9,0
55,2,1686,1681,6,5,1
85,2,1840,1732,4,108,1
118,1,1713,1637,3,76,0
55,2,1791,1716,3,75,1
135,0,1716,1763,4,47,0
78,1,1804,1931,3,127,1
40,1,1850,1804,5,46,0
114,0,1804,1779,7,25,0
68,1,1701,1500,5,201,0
48,1,1005,1140,6,135,1
29,2,1148,1057,3,91,1
14,1,1142,1150,6,8,1
61,2,1066,1326,7,260,0
59,2,1625,1384,6,241,1
9,2,1805,1384,5,421,1
80,1,1500,1644,1,144,1
81,1,1687,1771,3,84,1
103,2,1678,1595,2,83,1
10,1,2313,2168,2,145,0
32,1,1855,2313,6,458,1
50,0,2353,2313,5,40,0
41,2,2291,2144,10,147,1
39,2,2272,2061,9,211,1
50,1,2344,2215,6,129,0
66,1,2063,2183,6,120,1
66,2,2109,2247,5,138,0
55,2,2062,1978,8,84,1
65,2,1996,1957,9,39,1
72,1,1968,1882,16,86,0
57,2,1756,1771,8,15,0
50,1,1785,1432,5,353,0
57,2,1432,1916,5,484,0
21,2,1870,1479,6,391,1
48,1,1859,1479,6,380,0
49,2,2108,1500,3,608,1
68,1,1299,1513,1,214,1
40,1,1501,1513,6,12,1
9,1,1513,1501,4,12,0
36,1,1126,1513,3,387,1
98,1,1286,1502,9,216,1
56,1,1433,1481,4,48,1
128,0,1406,1481,7,75,0
132,1,1510,1461,4,49,0
48,1,1534,1581,4,47,1
57,2,1547,1564,8,17,0
75,1,1602,1502,1,100,0
99,2,1444,1651,7,207,0
59,2,1627,1496,4,131,1
56,1,1267,1627,3,360,1
69,2,1604,1446,9,158,1
70,1,1453,1576,4,123,1
77,2,1740,1500,2,240,1
64,1,1552,1625,7,73,1
70,1,1810,1473,2,337,0
75,2,1436,1484,10,48,0
104,0,1638,1417,2,221,0
63,2,2053,1914,4,139,1
67,2,2021,1921,4,100,1
40,1,1930,1979,3,49,1
80,1,2000,1908,4,92,0
99,2,1885,1607,2,278,1
120,1,1776,1821,2,45,1
9,0,1845,1750,9,95,0
62,1,1707,1734,1,27,1
59,2,1500,1603,6,103,0
57,2,1185,1222,1,37,0
72,1,1230,1334,6,104,1
115,2,1262,1240,4,22,1
70,1,1250,1286,6,36,1
29,2,1133,1264,4,131,0
33,2,1257,1141,6,116,1
17,2,1279,1267,11,12,1
19,2,1315,1264,4,51,1
100,1,1277,1173,3,104,0
27,2,1332,1287,8,45,1
95,0,1291,1166,4,125,0
75,2,1194,1308,7,114,0
44,1,1136,1301,3,165,1
87,2,1291,1262,4,29,1
29,2,1286,1083,5,203,1
75,2,1278,1173,3,105,1
52,1,1175,1270,4,95,1
40,1,1173,1262,3,89,1
73,2,1329,1271,5,58,1
64,1,1282,1285,4,3,1
52,1,1235,1272,1,37,1
26,1,1284,1261,8,23,0
13,2,1279,1036,4,243,1
104,1,1239,1269,3,30,1
55,2,1152,1284,4,132,0
57,2,1277,1122,3,155,1
97,2,1264,1327,11,63,0
17,2,1442,1270,8,172,1
23,2,1260,1233,9,27,1
54,2,1767,1260,5,507,1
72,1,1268,1392,6,124,1
34,1,1259,1417,8,158,1
56,1,1263,1587,8,324,1
84,1,1342,1248,4,94,0
29,2,1783,1249,8,534,1
19,1,1257,1380,4,123,1
144,1,1265,1366,6,101,1
110,1,1016,1262,2,246,1
47,2,1247,1380,8,133,0
37,2,1662,1501,6,161,1
60,0,1542,1501,7,41,0
54,1,1199,1501,4,302,1
137,2,1501,1199,6,302,1
81,2,1199,1501,4,302,0
83,2,1501,1500,4,1,1
53,2,1597,1501,5,96,1
65,2,1501,1619,6,118,0
8,1,1567,1501,6,66,0
55,2,1585,1501,6,84,1
67,2,1501,1590,4,89,0
26,1,1501,1640,8,139,1
33,2,1702,1501,9,201,1
73,2,1514,1501,3,13,1
27,1,1501,1500,5,1,0
50,1,1501,1511,5,10,1
74,1,1500,1501,8,1,1
130,0,1501,1760,3,259,0
14,1,1501,1787,7,286,1
51,2,1694,1501,3,193,1
24,1,1501,1503,2,2,1
94,1,1694,1501,3,193,0
24,1,1501,1606,7,105,1
57,2,1500,1501,1,1,0
19,2,1500,1501,4,1,0
47,2,1787,1501,7,286,1
30,1,1501,1646,5,145,1
17,2,1707,1501,3,206,1
18,1,1501,1500,7,1,0
24,2,1645,1501,9,144,1
7,2,1501,1797,6,296,0
27,2,1501,1501,3,0,0
50,1,1501,1626,4,125,1
20,1,1501,1759,3,258,1
85,2,1500,1501,7,1,0
87,2,1501,1500,4,1,1
45,2,1501,1513,5,12,0
63,2,1501,1509,5,8,0
38,1,1500,1501,6,1,1
39,2,1585,1501,5,84,1
8,1,1501,1609,5,108,1
90,1,1501,1500,5,1,0
94,2,1501,1500,8,1,1
29,2,1598,1501,4,97,1
98,1,1104,910,6,194,0
74,1,1104,1207,2,103,1
37,2,1104,1343,2,239,0
74,1,1104,1500,4,396,1
6,2,1104,1228,2,124,0
94,1,1104,1419,6,315,1
29,2,1104,1069,2,35,1
68,1,1104,1300,5,196,1
50,2,1104,1500,2,396,0
38,1,1104,1248,1,144,1
28,1,1104,1226,2,122,1
82,2,1104,1139,4,35,0
18,2,1104,1337,2,233,0
63,2,1104,1017,5,87,1
58,1,1104,1290,2,186,1
44,1,1273,1104,5,169,0
35,2,1500,1104,5,396,1
87,2,1481,1104,5,377,1
64,1,1104,1500,3,396,1
36,1,1500,1104,3,396,0
29,2,1356,1104,7,252,1
93,2,1024,1104,4,80,0
57,2,1336,1104,2,232,1
53,2,1500,1104,1,396,1
42,1,1104,1430,2,326,1
51,2,1430,1104,9,326,1
77,2,1408,1104,5,304,1
21,2,1408,1104,7,304,1
43,2,1499,1104,3,395,1
81,2,1412,1104,5,308,1
94,1,1072,1231,4,159,1
92,1,1245,1264,3,19,1
29,2,1233,1174,3,59,1
78,1,1251,1177,3,74,0
124,0,1174,1254,3,80,0
59,2,1225,1252,8,27,0
11,2,1216,1041,6,175,1
66,1,1007,1208,4,201,1
58,1,1226,1198,5,28,0
41,2,1277,1241,2,36,1
49,2,1233,1013,3,220,1
45,2,1225,1014,3,211,1
110,1,1026,1215,6,189,1
52,0,1339,1339,3,0,0
17,2,1390,1339,3,51,1
98,1,1339,1243,4,96,0
68,1,1327,1327,1,0,0
52,1,1327,1490,7,163,1
29,2,1444,1327,3,117,1
39,2,1327,1391,4,64,0
7,2,1500,1327,5,173,1
32,1,1500,1327,3,173,0
97,2,1313,1360,7,47,0
14,2,1500,1313,2,187,1
26,2,958,1313,6,355,0
38,1,1313,1500,3,187,1
11,2,1223,1313,1,90,0
84,2,1291,1313,4,22,0
9,2,1313,1500,6,187,0
9,2,1500,1313,4,187,1
33,2,1313,1239,4,74,1
56,1,1313,1500,3,187,1
17,2,1428,1313,4,115,1
73,2,1313,1078,4,235,1
35,2,1307,1313,4,6,0
30,1,1313,1500,4,187,1
27,2,1313,1399,6,86,0
77,2,1412,1313,4,99,1
31,2,1563,1318,6,245,1
30,1,1327,1420,3,93,1
87,2,1412,1337,2,75,1
43,2,1337,1382,4,45,0
60,1,1382,1337,4,45,0
36,1,1337,1382,3,45,1
77,2,1516,1345,6,171,1
56,1,1418,2003,4,585,1
44,1,2003,1418,4,585,0
31,2,1418,2003,10,585,0
54,1,1787,1749,6,38,0
40,1,1802,1691,3,111,0
18,2,1799,1408,5,391,1
137,2,2019,1805,6,214,1
38,1,1812,1949,15,137,1
73,2,1757,1825,6,68,0
141,2,2150,1829,3,321,1
124,1,1766,1819,6,53,1
76,1,1827,1933,3,106,1
50,1,1834,1994,6,160,1
48,1,1590,1829,8,239,1
76,1,1844,1731,10,113,0
55,2,1723,1859,2,136,0
67,2,1853,1675,6,178,1
110,0,1859,1674,11,185,0
98,1,1834,1848,3,14,1
48,1,1804,1837,3,33,1
86,1,1850,1811,9,39,0
47,2,1834,1856,3,22,0
104,1,1526,1830,8,304,1
168,1,1843,1818,3,25,0
154,1,1844,1713,7,131,0
90,0,1845,1844,2,1,0
73,2,1728,1859,1,131,0
26,1,1865,2076,13,211,1
79,2,2096,1870,3,226,1
71,2,1860,1800,10,60,1
102,1,1610,1856,7,246,1
75,2,1846,1778,11,68,1
77,0,1936,1843,11,93,0
23,2,1842,1300,9,542,1
34,1,1862,1556,6,306,0
78,1,1865,1850,12,15,0
69,1,1785,1840,2,55,1
74,1,1771,1831,2,60,1
56,1,1844,1793,6,51,0
78,1,1848,2098,10,250,1
74,1,1789,1838,5,49,1
27,2,1820,2095,6,275,0
60,1,1891,1805,8,86,0
79,2,1785,2116,6,331,0
49,2,1769,1926,9,157,0
40,2,1967,1775,5,192,1
56,1,1711,1766,1,55,1
41,2,1754,1768,10,14,0
51,2,1756,1765,6,9,0
60,1,1778,1757,3,21,0
113,2,1225,1086,4,139,1
30,0,1211,1226,6,15,0
50,1,1243,1200,4,43,0
114,1,1256,1298,7,42,1
42,1,1312,1237,6,75,0
54,1,1245,1237,4,8,0
108,2,1335,1237,9,98,1
55,2,1237,1335,2,98,0
79,2,1335,1237,5,98,1
44,1,1237,1326,6,89,1
66,1,1253,1262,6,9,1
51,2,1227,1303,9,76,0
53,2,1214,1115,6,99,1
53,2,1197,1190,2,7,1
60,1,1176,1658,4,482,1
17,1,1678,1017,5,661,0
124,2,2186,1017,5,1169,1
125,2,1108,1017,5,91,1
39,2,2008,1017,7,991,1
42,1,1362,2089,3,727,1
38,1,1362,1657,5,295,1
30,2,1657,1362,3,295,1
4,2,1804,1372,4,432,1
50,1,1453,1466,10,13,1
53,2,1414,1182,6,232,1
59,2,1171,1432,7,261,0
23,0,1697,1171,5,526,0
117,0,1705,1628,5,77,0
88,1,1567,1698,7,131,1
39,2,1401,1467,2,66,0
29,0,1401,1588,2,187,0
29,1,1588,1401,11,187,0
68,1,1401,2252,8,851,1
62,1,1413,1401,2,12,0
58,1,1539,1397,3,142,0
115,2,1445,1407,5,38,1
52,2,1394,1659,4,265,0
57,2,1383,1384,2,1,0
105,2,1397,1394,6,3,1
56,1,1405,1402,2,3,0
53,2,1430,1416,4,14,1
91,2,1467,1426,6,41,1
39,2,1426,1500,6,74,0
64,1,1500,1426,3,74,0
50,2,1426,1207,5,219,1
27,1,1549,1426,2,123,0
56,1,1464,1413,1,51,0
39,2,1413,1500,3,87,0
62,1,1500,1413,4,87,0
58,1,1413,1500,9,87,1
45,2,1688,1413,4,275,1
48,1,1220,1407,6,187,1
48,2,1500,1407,5,93,1
26,1,1407,1459,10,52,1
32,1,1500,1407,1,93,0
41,2,1430,1407,3,23,1
23,2,2139,1407,5,732,1
48,1,1259,1184,4,75,0
67,2,1162,1273,6,111,0
32,1,1288,1138,4,150,0
7,1,1154,1191,2,37,1
24,1,1159,1474,7,315,1
23,2,1217,1176,2,41,1
20,1,1205,1257,3,52,1
122,1,1210,1183,3,27,0
57,2,1396,1131,4,265,1
19,2,1237,1565,9,328,0
98,1,1753,1451,4,302,0
35,2,1699,1457,4,242,1
41,2,1699,1500,8,199,1
75,2,1500,1545,3,45,0
122,1,1364,1356,3,8,0
8,1,1374,1385,4,11,1
90,1,1324,1365,7,41,1
46,1,1376,1370,6,6,0
29,1,1340,1366,1,26,1
51,2,1278,1380,6,102,0
39,0,1250,1382,2,132,0
94,1,1388,1238,6,150,0
129,2,1301,1401,2,100,0
129,2,1390,1423,5,33,0
38,1,1403,1321,4,82,0
68,1,1384,1393,3,9,1
56,1,1403,1387,3,16,0
88,1,1381,1393,2,12,1
86,1,1405,1362,4,43,0
107,0,1397,1405,3,8,0
57,2,1397,1327,7,70,1
13,2,1374,1408,1,34,0
82,1,1414,1594,4,180,1
63,2,1306,1429,2,123,0
40,1,1423,1610,6,187,1
42,2,1463,1432,1,31,1
50,2,1440,1443,8,3,0
25,2,1432,1456,11,24,0
88,1,1437,1635,3,198,1
62,1,1412,1427,2,15,1
48,1,1443,1415,8,28,0
30,1,1418,1404,4,14,0
110,1,1261,1397,2,136,1
60,1,1406,1458,6,52,1
39,2,1349,1419,7,70,0
63,2,1412,1305,6,107,1
40,1,1424,1356,6,68,0
15,2,1413,1434,2,21,0
47,2,1408,1184,7,224,1
44,2,1500,1414,2,86,1
86,1,1343,1406,2,63,1
73,2,1697,1592,2,105,1
80,1,1693,2287,3,594,1
117,0,1588,1696,1,108,0
41,2,1596,1711,3,115,0
94,1,1721,1754,4,33,1
63,2,1721,1857,5,136,0
80,1,1735,1649,4,86,0
67,0,1731,1879,8,148,0
116,1,1643,1722,5,79,1
130,1,1228,1732,3,504,1
73,2,1716,1856,8,140,0
93,2,1710,1712,12,2,0
94,1,1828,1694,4,134,0
33,2,1685,1609,2,76,1
47,2,1472,1445,5,27,1
23,2,1472,1500,5,28,0
84,2,1472,1218,3,254,1
6,2,1161,1472,3,311,0
88,1,1493,1315,2,178,0
35,2,1493,1500,3,7,0
78,1,1463,1493,4,30,1
61,2,1493,1463,3,30,1
113,0,1744,1482,4,262,0
78,1,1482,1744,3,262,1
31,2,1500,1482,4,18,1
49,2,1477,1189,3,288,1
82,1,1476,1474,5,2,0
115,2,1476,1524,4,48,0
59,2,1500,1170,3,330,1
82,1,1170,1500,3,330,1
22,1,1229,1160,3,69,0
49,2,1219,1229,5,10,0
45,2,1659,1500,6,159,1
10,1,1032,1140,5,108,1
88,1,1037,1669,2,632,1
33,2,1147,1121,5,26,1
69,2,1209,1261,4,52,0
84,1,1500,1311,2,189,0
70,1,1500,1473,5,27,0
74,2,2352,2366,7,14,0
161,2,2351,2363,5,12,0
62,1,1500,1758,9,258,1
39,2,1724,1605,3,119,1
91,2,1364,1327,8,37,1
53,2,1327,1355,6,28,0
35,2,1367,1343,5,24,1
52,1,1361,1370,5,9,1
66,1,1327,1343,6,16,1
111,2,1347,1186,7,161,1
27,2,1334,1400,3,66,0
19,1,1348,1322,6,26,0
27,1,1329,1466,3,137,1
25,2,1295,1821,4,526,0
102,1,1329,1282,7,47,0
60,1,1285,1598,3,313,1
62,1,1099,1279,3,180,1
130,0,1275,1398,3,123,0
61,2,1350,1285,7,65,1
63,2,1383,1286,7,97,1
50,1,1297,1313,5,16,1
26,1,1273,1286,8,13,1
33,2,1282,1018,5,264,1
17,2,1231,1295,11,64,0
32,1,1306,1298,8,8,0
92,1,1195,1298,1,103,1
47,2,1383,1307,4,76,1
25,2,1296,1284,3,12,1
71,2,1600,1300,6,300,1
57,2,1282,1492,4,210,0
43,0,1386,1279,1,107,0
17,2,1264,1367,6,103,0
51,2,1393,1272,4,121,1
24,1,1278,1474,4,196,1
39,2,1267,1370,4,103,0
49,2,1349,1276,3,73,1
40,1,1285,1383,3,98,1
95,2,1526,1290,1,236,1
45,2,1460,1296,10,164,1
64,1,1299,1647,3,348,1
51,2,1279,1625,7,346,0
43,2,1455,1272,8,183,1
29,2,1253,1472,6,219,0
23,1,1258,1481,4,223,1
53,2,1500,1509,5,9,0
25,2,2165,1973,6,192,1
78,1,2179,2115,1,64,0
52,1,1857,2176,4,319,1
83,2,2173,1831,3,342,1
41,0,2177,2051,9,126,0
101,2,2156,2181,5,25,0
37,2,2175,1983,14,192,1
106,1,1856,2171,3,315,1
56,1,2030,2164,3,134,1
124,1,2179,2090,2,89,0
32,1,1450,1390,5,60,0
67,2,1507,1497,7,10,1
42,1,1511,1490,8,21,0
78,1,1402,1465,7,63,1
100,1,1492,1560,2,68,1
64,2,1558,1526,3,32,1
53,2,1491,1438,5,53,1
71,2,1447,1439,2,8,1
41,2,1455,1506,4,51,0
77,2,1570,1565,8,5,1
7,2,1238,1500,3,262,0
7,2,1500,1238,3,262,1
4,1,1500,1238,1,262,0
18,1,1500,1238,3,262,0
23,2,1443,1500,5,57,0
12,1,1500,1626,3,126,1
60,1,1319,1214,4,105,0
54,1,1278,1308,2,30,1
28,1,1317,1401,7,84,1
32,2,1258,1331,2,73,0
65,2,1320,1291,4,29,1
33,1,1331,1347,8,16,1
104,1,1340,1433,2,93,1
127,0,1134,1346,2,212,0
73,2,1336,1292,2,44,1
106,1,1515,1319,3,196,0
40,1,1295,1308,5,13,1
45,2,1295,1321,2,26,0
117,2,1278,1463,3,185,0
123,2,1363,1287,2,76,1
45,2,1275,1287,4,12,0
89,2,1201,1290,10,89,0
73,2,1214,925,5,289,1
105,2,966,937,2,29,1
8,1,951,955,3,4,1
61,2,784,970,3,186,0
101,2,1161,958,4,203,1
96,1,972,985,6,13,1
79,2,1148,972,4,176,1
16,1,972,1301,3,329,1
13,2,1181,978,2,203,1
21,2,958,1008,3,50,0
28,0,1015,956,3,59,0
46,1,972,954,3,18,0
110,1,983,1090,2,107,1
105,2,964,1029,3,65,0
66,1,1058,943,3,115,0
47,2,808,973,1,165,0
11,2,1095,986,4,109,1
62,1,999,1092,1,93,1
13,2,912,1024,4,112,0
132,1,1032,1274,5,242,1
112,1,1199,1002,5,197,0
20,1,1029,914,1,115,0
128,1,1048,1077,1,29,1
33,2,1082,1070,2,12,1
141,2,1044,1080,2,36,0
30,2,1070,1069,2,1,1
107,2,1206,1069,3,137,1
48,1,1099,1052,6,47,0
6,1,1062,1071,4,9,1
19,2,1038,1074,6,36,0
53,2,1266,1053,2,213,1
63,1,1099,1326,3,227,1
42,1,1141,1168,3,27,1
44,0,954,1166,2,212,0
21,0,1196,946,2,250,0
37,0,937,1233,2,296,0
39,2,1638,940,7,698,1
105,2,1649,1672,3,23,0
80,1,1676,1637,3,39,0
39,2,1711,1645,5,66,1
90,1,1655,1668,4,13,1
41,1,1666,1647,4,19,0
69,1,1645,1655,5,10,1
21,1,1591,1647,2,56,1
103,2,1648,1672,5,24,0
79,2,1595,1660,6,65,0
31,2,1671,1671,3,0,0
25,2,1660,1665,5,5,0
31,2,1682,1670,3,12,1
140,1,1683,1621,10,62,0
148,1,1693,1693,4,0,0
87,2,1730,1703,6,27,1
41,2,1799,1711,3,88,1
80,1,1143,1711,5,568,1
90,1,1686,1701,6,15,1
47,1,1711,1724,6,13,1
97,2,1701,1680,3,21,1
101,2,1964,1705,3,259,1
108,1,1720,1566,4,154,0
132,1,1728,1798,5,70,1
94,1,1755,1717,5,38,0
43,2,1704,1775,7,71,0
61,2,1772,1713,6,59,1
41,2,1699,1800,7,101,0
64,1,1610,1691,5,81,1
61,2,1679,1730,4,51,0
58,1,1576,1671,3,95,1
33,2,1661,1675,3,14,0
54,1,1661,1618,8,43,0
60,1,1748,1647,5,101,0
141,2,1637,1661,4,24,0
57,1,1540,1629,6,89,1
127,2,1620,1549,8,71,1
103,2,1535,1634,5,99,0
71,2,1347,1268,1,79,1
61,2,1400,1500,5,100,0
60,1,1500,1072,5,428,0
73,2,1258,1362,3,104,0
80,1,1088,1350,5,262,1
108,1,1297,1330,4,33,1
72,2,1605,1367,3,238,1
100,1,1420,1620,3,200,1
105,0,1621,1325,7,296,0
98,1,1500,1501,4,1,1
35,2,1576,1539,5,37,1
29,2,1191,1598,3,407,0
41,2,1595,1223,6,372,1
95,2,1301,1616,4,315,0
79,2,1611,1371,4,240,1
46,1,1383,1606,6,223,1
81,1,1498,1597,7,99,1
69,1,1355,1592,3,237,1
76,1,1593,2216,7,623,1
108,1,1532,1583,6,51,1
75,2,1569,1349,5,220,1
87,2,1728,1576,6,152,1
